Time,Temperature-DV01 Monitor: Temperature-DV01 Monitor (K),Temperature-TS01 Monitor: Temperature-TS01 Monitor (K),Temperature-TS02 Monitor: Temperature-TS02 Monitor (K),Temperature-TS03 Monitor: Temperature-TS03 Monitor (K),Temperature-TS04 Monitor: Temperature-TS04 Monitor (K)
0.0011861,260.946831672785,434.740041338348,653.740914008516,1050.04096689653,3142.43156811239
0.00118725,260.878604753246,434.879980062188,654.443114733072,1051.44735272183,3142.05298271961
0.00118835,260.827239547011,435.09632839784,654.958884265917,1051.81875337005,3141.58237080256
0.0011895,260.793322689406,435.442579310592,655.211377728421,1053.57354917354,3140.74411564339
0.00119065,260.769250828718,435.731738117246,655.540771729381,1054.17970560698,3140.14583041786
0.0011918,260.732495205309,435.935726073577,655.742126386208,1054.49729241659,3140.11990029047
0.00119295,260.676154596245,435.911422716702,656.080020690483,1056.16518871601,3140.75045570623
0.0011941,260.602426134725,435.838623721126,656.264591061254,1056.59847932086,3141.00521229455
0.0011952,260.524537048648,435.793397521107,656.69182196077,1057.28929176865,3141.29135746848
0.00119635,260.44335326072,435.729447773479,657.182859075459,1058.76345740439,3140.79949871706
0.0011975,260.356215415954,435.801752358821,657.570702895198,1059.28142550967,3140.70963063612
0.00119865,260.276067179535,435.805699833125,657.806937921165,1060.3506269815,3140.19250946738
0.0011998,260.225752642273,435.775400981892,657.82706127618,1061.50220579903,3139.58271600449
0.0012009,260.203065526881,435.560305834254,658.048485031576,1061.58270835955,3138.96663803376
0.00120205,260.212614477804,435.080055629939,658.135778088605,1061.73484302402,3138.14252800438
0.0012032,260.250172293005,434.458651960961,658.099877885422,1062.13050501558,3137.52121116028
0.00120435,260.2919017464,433.733748423428,658.075500164309,1061.91933233605,3136.24119063418
0.0012055,260.314606234945,432.874517931617,658.436614483664,1062.59138238588,3135.83245543103
0.0012066,260.302340465687,432.07636607523,658.405137848264,1063.61588699039,3135.48983484602
0.00120775,260.25765389579,431.169060856008,658.458703542095,1063.76335291191,3135.3064528785
0.0012089,260.243444400672,430.191322245725,658.61598936367,1064.38234577111,3135.80845250784
0.00121005,260.245073767844,429.324843932515,659.09308632704,1065.69046536636,3136.33441859317
0.0012112,260.286750412967,428.348744191025,659.36475095265,1065.21892156547,3136.3285416044
0.0012123,260.312960788878,427.496366368009,659.693287181216,1066.0581346073,3135.52992057117
0.00121345,260.320657353985,426.664667289952,660.039037597562,1066.413963611,3134.72339847229
0.0012146,260.286880826415,425.909982925321,660.393501665927,1066.53589220354,3133.2092641619
0.00121575,260.23669516313,425.151198752656,660.259889740726,1067.62018694094,3132.59745809214
0.0012169,260.229849358419,424.266324611275,660.18832275554,1069.19580507465,3132.74819205652
0.00121805,260.241212420486,423.480755900043,660.535115027969,1070.0554280861,3132.1148873256
0.00121915,260.240175929146,422.712836638408,660.372617149614,1071.28549308174,3132.69592516429
0.0012203,260.246036099834,421.904126719413,660.005485782027,1072.5110761584,3132.16089059393
0.00122145,260.263698589623,421.00901954133,660.135734091908,1072.04185512106,3131.46970917973
0.0012226,260.285025189195,420.016743519134,660.077431810741,1073.65313225963,3130.90148922212
0.00122375,260.296202378107,419.016429465577,660.048339904787,1074.61576699586,3130.14886110715
